cc_code,file,row,kind,category,account_code,description,reference_fx,formulas,values_vnd
1412000083,53.KDTVN MD3課_MP FY2027_各予定(Ver01).xlsx,238,depreciation,tools_furniture_fixtures,5006016244,集塵装置 PIF-60D(F)VACUUM CLEANER PIF - 60D(F) 12/2024～11/2029,26273.0,"[9309751, 9309751, 9309751, 9309751, 9309751, 9309751, 9309751, 9309751, 9309751, 9309751, 9309751, 9309751]","[9309751.0, 9309751.0, 9309751.0, 9309751.0, 9309751.0, 9309751.0, 9309751.0, 9309751.0, 9309751.0, 9309751.0, 9309751.0, 9309751.0]"
1412000083,53.KDTVN MD3課_MP FY2027_各予定(Ver01).xlsx,239,depreciation,tools_furniture_fixtures,5006016244,マイクロスコープ Digital Optical Microscope VHX-X1F 2/2025～1/2030,26273.0,"[24228661, 24228661, 24228661, 24228661, 24228661, 24228661, 24228661, 24228661, 24228661, 24228661, 24228661, 24228661]","[24228661.0, 24228661.0, 24228661.0, 24228661.0, 24228661.0, 24228661.0, 24228661.0, 24228661.0, 24228661.0, 24228661.0, 24228661.0, 24228661.0]"
1412000083,53.KDTVN MD3課_MP FY2027_各予定(Ver01).xlsx,240,depreciation,other_tangible_fixed_assets,5006016247,環境試験室 Walk-in Chamber EBL-6E20W0PZ2T-38 2/2025～1/2032,26273.0,"[90104540, 90104540, 90104540, 90104540, 90104540, 90104540, 90104540, 90104540, 90104540, 90104540, 90104540, 90104540]","[90104540.0, 90104540.0, 90104540.0, 90104540.0, 90104540.0, 90104540.0, 90104540.0, 90104540.0, 90104540.0, 90104540.0, 90104540.0, 90104540.0]"
1412000083,53.KDTVN MD3課_MP FY2027_各予定(Ver01).xlsx,241,depreciation,tools_furniture_fixtures,5006016244,VACUUM CLEANER JV-25A 3/2025～1/2028,26273.0,"[116286, 116286, 116286, 116286, 116286, 116286, 116286, 116286, 116286, 116286, 116286, 116286]","[116286.0, 116286.0, 116286.0, 116286.0, 116286.0, 116286.0, 116286.0, 116286.0, 116286.0, 116286.0, 116286.0, 116286.0]"
1412000083,53.KDTVN MD3課_MP FY2027_各予定(Ver01).xlsx,242,depreciation,tools_furniture_fixtures,5006016244,KEYENCE製　三次元測定器 3D Scanner CMM Controller VL-700 3/2025～2/2030,26273.0,"[43112728, 43112728, 43112728, 43112728, 43112728, 43112728, 43112728, 43112728, 43112728, 43112728, 43112728, 43112728]","[43112728.0, 43112728.0, 43112728.0, 43112728.0, 43112728.0, 43112728.0, 43112728.0, 43112728.0, 43112728.0, 43112728.0, 43112728.0, 43112728.0]"
1412000083,53.KDTVN MD3課_MP FY2027_各予定(Ver01).xlsx,243,depreciation,tools_furniture_fixtures,5006016244,元素分析ヘッド 7/2025～6/2030,26273.0,"[14666667, 14666667, 14666667, 14666667, 14666667, 14666667, 14666667, 14666667, 14666667, 14666667, 14666667, 14666667]","[14666667.0, 14666667.0, 14666667.0, 14666667.0, 14666667.0, 14666667.0, 14666667.0, 14666667.0, 14666667.0, 14666667.0, 14666667.0, 14666667.0]"
1412000083,53.KDTVN MD3課_MP FY2027_各予定(Ver01).xlsx,244,depreciation,other_tangible_fixed_assets,5006016247,防音室 11/2025～11/202？,26273.0,"[18415229, 18415229, 18415229, 18415229, 18415229, 18415229, 18415229, 18415229, 18415229, 18415229, 18415229, 18415229]","[18415229.0, 18415229.0, 18415229.0, 18415229.0, 18415229.0, 18415229.0, 18415229.0, 18415229.0, 18415229.0, 18415229.0, 18415229.0, 18415229.0]"
1412000084,54.KDTVN 生産技術3課_MP FY2027_各予定(Ver01).xlsx,49,interest,,9114120007,lãi nhà 固定資産金利（建物）,26273.0,"[""=ROUND(V49*$B$2,0)"", ""=ROUND(W49*$B$2,0)"", ""=ROUND(X49*$B$2,0)"", ""=ROUND(Y49*$B$2,0)"", ""=ROUND(Z49*$B$2,0)"", ""=ROUND(AA49*$B$2,0)"", ""=ROUND(AB49*$B$2,0)"", ""=ROUND(AC49*$B$2,0)"", ""=ROUND(AD49*$B$2,0)"", ""=ROUND(AE49*$B$2,0)"", ""=ROUND(AF49*$B$2,0)"", ""=ROUND(AG49*$B$2,0)""]","[8579711.0, 7920521.0, 7927352.0, 8157767.0, 8146732.0, 8148571.0, 8153300.0, 8150936.0, 8147520.0, 8143316.0, 8130705.0, 8147257.0]"
1412000084,54.KDTVN 生産技術3課_MP FY2027_各予定(Ver01).xlsx,50,interest,,9114120007,lãi đất 固定資産金利（土地）,26273.0,"[""=ROUND(V50*$B$2,0)"", ""=ROUND(W50*$B$2,0)"", ""=ROUND(X50*$B$2,0)"", ""=ROUND(Y50*$B$2,0)"", ""=ROUND(Z50*$B$2,0)"", ""=ROUND(AA50*$B$2,0)"", ""=ROUND(AB50*$B$2,0)"", ""=ROUND(AC50*$B$2,0)"", ""=ROUND(AD50*$B$2,0)"", ""=ROUND(AE50*$B$2,0)"", ""=ROUND(AF50*$B$2,0)"", ""=ROUND(AG50*$B$2,0)""]","[1087702.0, 1032003.0, 1033054.0, 1063006.0, 1061692.0, 1061692.0, 1062480.0, 1062217.0, 1061692.0, 1061166.0, 1059590.0, 1061692.0]"
1412000087,55.KDTVN 部品製造管理課_MP FY2027_各予定(Ver01).xlsx,40,depreciation,tools_furniture_fixtures,5006016244,,26273.0,"[null, null, null, null, null, null, null, null, null, null, null, null]","[null, null, null, null, null, null, null, null, null, null, null, null]"
1412000087,55.KDTVN 部品製造管理課_MP FY2027_各予定(Ver01).xlsx,41,depreciation,machinery_equipment,5006016242,,26273.0,"[null, null, null, null, null, null, null, null, null, null, null, null]","[null, null, null, null, null, null, null, null, null, null, null, null]"
1412000087,55.KDTVN 部品製造管理課_MP FY2027_各予定(Ver01).xlsx,46,interest,,9114120007,固定資産金利 Land & Building/ Lãi nhà & đất,26273.0,"[""=ROUNDUP(79.69*$B$2,0)"", ""=ROUNDUP(75.44*$B$2,0)"", ""=ROUNDUP(76.94*$B$2,0)"", ""=ROUNDUP(75.45*$B$2,0)"", ""=ROUNDUP(73.96*$B$2,0)"", ""=ROUNDUP(74.11*$B$2,0)"", ""=ROUNDUP(75.67*$B$2,0)"", ""=ROUNDUP(74.72*$B$2,0)"", ""=ROUNDUP(74.58*$B$2,0)"", ""=ROUNDUP(73.74*$B$2,0)"", ""=ROUNDUP(69.8*$B$2,0)"", ""=ROUNDUP(74.92*$B$2,0)""]","[2093696.0, 1982036.0, 2021445.0, 1982298.0, 1943152.0, 1947093.0, 1988078.0, 1963119.0, 1959441.0, 1937372.0, 1833856.0, 1968374.0]"
1412000088,56.KDTVN 品質管理課_MP FY2027_各予定(Ver01).xlsx,40,depreciation,tools_furniture_fixtures,5006016244,設備 Khấu hao CCDC,26273.0,"[null, null, null, null, null, null, null, null, null, null, null, null]","[null, null, null, null, null, null, null, null, null, null, null, null]"
1412000088,56.KDTVN 品質管理課_MP FY2027_各予定(Ver01).xlsx,41,depreciation,machinery_equipment,5006016242,機械償却 Khấu hao máy móc và thiết bị,26273.0,"[null, null, null, null, 12354565, 12354565, 12354565, 12354565, 12354565, 12354565, ""=12354565+43656968"", ""=12354565+43656968""]","[null, null, null, null, 12354565.0, 12354565.0, 12354565.0, 12354565.0, 12354565.0, 12354565.0, 56011533.0, 56011533.0]"
1412000088,56.KDTVN 品質管理課_MP FY2027_各予定(Ver01).xlsx,46,interest,,9114120007,Lãi suất máy móc thiết bị,26273.0,"[null, null, null, null, null, 3113351, 3113351, 3113351, 3113351, 3113351, 3113351, ""=3113351+7858254""]","[null, null, null, null, null, 3113351.0, 3113351.0, 3113351.0, 3113351.0, 3113351.0, 3113351.0, 10971605.0]"
1412000091,58.KDTVN 保安課_MP FY2027_各予定(Ver01).xlsx,117,interest,,9114120007,Tiền lãi nhà xưởng - Building Interest,26273.0,"[7781537, 7339888, 7628891, 7333057, 7035909, 7059292, 7368000, 7180148, 7153350, 6987830, 6205420, 7221660]","[7781537.0, 7339888.0, 7628891.0, 7333057.0, 7035909.0, 7059292.0, 7368000.0, 7180148.0, 7153350.0, 6987830.0, 6205420.0, 7221660.0]"
1412000091,58.KDTVN 保安課_MP FY2027_各予定(Ver01).xlsx,118,interest,,9114120007,Tiền lãi đất - Land Interest,26273.0,"[986551, 956337, 994170, 955549, 916928, 919818, 960015, 935582, 932166, 910622, 808683, 941099]","[986551.0, 956337.0, 994170.0, 955549.0, 916928.0, 919818.0, 960015.0, 935582.0, 932166.0, 910622.0, 808683.0, 941099.0]"
1412000092,59.KDTVN 部品検査2課_MP FY2027_各予定(Ver01).xlsx,47,interest,,9114120007,固定資産　建物　lãi khấu hao nhà,26273.0,"[""=ROUND(658.33*26273,0)"", ""=ROUND(621.31*26273,0)"", ""=ROUND(629*26273,0)"", ""=ROUND(626.48*26273,0)"", ""=ROUND(618.51*26273,0)"", ""=ROUND(619.35*26273,0)"", ""=ROUND(627.66*26273,0)"", ""=ROUND(622.62*26273,0)"", ""=ROUND(621.81*26273,0)"", ""=ROUND(617.37*26273,0)"", ""=ROUND(696.43*26273,0)"", ""=ROUND(623.64*26273,0)""]","[17296304.0, 16323678.0, 16525717.0, 16459509.0, 16250113.0, 16272183.0, 16490511.0, 16358095.0, 16336814.0, 16220162.0, 18297305.0, 16384894.0]"
1412000092,59.KDTVN 部品検査2課_MP FY2027_各予定(Ver01).xlsx,48,interest,,9114120007,固定資産　土地 lãi khẫu hao đất,26273.0,"[""=ROUND(83.47*26273,0)"", ""=ROUND(80.96*26273,0)"", ""=ROUND(81.96*26273,0)"", ""=ROUND(81.63*26273,0)"", ""=ROUND(80.6*26273,0)"", ""=ROUND(80.71*26273,0)"", ""=ROUND(81.79*26273,0)"", ""=ROUND(81.13*26273,0)"", ""=ROUND(81.03*26273,0)"", ""=ROUND(80.45*26273,0)"", ""=ROUND(77.72*26273,0)"", ""=ROUND(81.27*26273,0)""]","[2193007.0, 2127062.0, 2153335.0, 2144665.0, 2117604.0, 2120494.0, 2148869.0, 2131528.0, 2128901.0, 2113663.0, 2041938.0, 2135207.0]"
1412000092,59.KDTVN 部品検査2課_MP FY2027_各予定(Ver01).xlsx,49,depreciation,machinery_equipment,5006016242,MFG)MACHINERY AND EQUIPMENT,26273.0,"[null, null, null, null, null, null, null, null, null, null, null, null]","[null, null, null, null, null, null, null, null, null, null, null, null]"
1412000092,59.KDTVN 部品検査2課_MP FY2027_各予定(Ver01).xlsx,50,depreciation,tools_furniture_fixtures,5006016244,"MFG)TOOLS FURNITURE AND FIXTURES
4月:マイクロスコープ(Kính phòng đại) : 59.109 USD/84月 = 703.68 $/月
     画像検査機 (Máy kiểm tra hình ảnh): 7.616 USD/36月= 211.56 $/月
     
7月: NX-CMM (phần mềm NX)  : 20.000 USD/36月 =555.56 $/月
8月 : 画像検査機-Máy kiểm tra hình ảnh : 53.000 USD /60月= 883.33 $/月
10月:3Dハンディスキャン- Máy quét 3D cầm tay: 41.463 USD/60月=691.05 $/月
11月:自動固定JIG- JIG đo tự động : 11.423 USD/36月=317.3 $/月
",26273.0,"[""=ROUND(915.24*26273,0)"", ""=ROUND(915.24*26273,0)"", ""=ROUND(915.24*26273,0)"", ""=ROUND(1470.8*26273,0)"", ""=ROUND(2354.13*26273,0)"", ""=ROUND(2354.13*26273,0)"", ""=ROUND(3045.18*26273,0)"", ""=ROUND(3362.48*26273,0)"", ""=ROUND(3362.48*26273,0)"", ""=ROUND(3362.48*26273,0)"", ""=ROUND(3362.48*26273,0)"", ""=ROUND(3362.48*26273,0)""]","[24046101.0, 24046101.0, 24046101.0, 38642328.0, 61850057.0, 61850057.0, 80006014.0, 88342437.0, 88342437.0, 88342437.0, 88342437.0, 88342437.0]"
1412000092,59.KDTVN 部品検査2課_MP FY2027_各予定(Ver01).xlsx,51,interest,,9114120007,"Lãi suất chi phí cố định dụng cụ đo
納入された時のﾚｰﾄで購入金額算出*0.3%
5月:マイクロスコープ(Kính phòng đại) : 59.109 USD *0.003月 = 177.327 $/月
      画像検査機 (Máy kiểm tra hình ảnh): 7.616 USD*0.003 月= 22.848 $/月
     
8月: NX-CMM (phần mềm NX)  : 20.000 USD*0.003月 =60 $/月
9月 : 画像検査機-Máy kiểm tra hình ảnh : 53.000 USD *0.003月= 159.0 $/月
11月:3Dハンディスキャン- Máy quét 3D cầm tay: 41.463 USD*0.003月=124.389 $/月
12月:自動固定JIG- JIG đo tự động : 11.423 USD*0.003 月=34.269 $/月",26273.0,"[0, ""=ROUND(200.175*26273,0)"", ""=ROUND(200.175*26273,0)"", ""=ROUND(200.175*26273,0)"", ""=ROUND(260.357*26273,0)"", ""=ROUND(419.175*26273,0)"", ""=ROUND(419.175*26273,0)"", ""=ROUND(543.564*26273,0)"", ""=ROUND(577.833*26273,0)"", ""=ROUND(577.833*26273,0)"", ""=ROUND(577.833*26273,0)"", ""=ROUND(577.833*26273,0)""]","[0.0, 5259198.0, 5259198.0, 5259198.0, 6840359.0, 11012985.0, 11012985.0, 14281057.0, 15181406.0, 15181406.0, 15181406.0, 15181406.0]"
1412000093,60.KDTVN リスクマネジメント課_MP FY2027_各予定(Ver01) 1 1.xlsx,161,interest,,9114120007,Building Interest,26273.0,"[2593408, 2448906, 2410810, 2404768, 2402666, 2371138, 2369299, 2368248, 2381122, 2379546, 2368774, 2381122]","[2593408.0, 2448906.0, 2410810.0, 2404768.0, 2402666.0, 2371138.0, 2369299.0, 2368248.0, 2381122.0, 2379546.0, 2368774.0, 2381122.0]"
1412000093,60.KDTVN リスクマネジメント課_MP FY2027_各予定(Ver01) 1 1.xlsx,162,interest,,9114120007,Land Interest,26273.0,"[328938, 319217, 314225, 313437, 313174, 308970, 308708, 308708, 310284, 310021, 308708, 310284]","[328938.0, 319217.0, 314225.0, 313437.0, 313174.0, 308970.0, 308708.0, 308708.0, 310284.0, 310021.0, 308708.0, 310284.0]"
1412000094,61.KDTVN 部品在庫管理課_MP FY2027_各予定(Ver01).xlsx,42,interest,,9114120007,固定資産金利（建物）,26273.0,"[""=ROUND(26.52*$T$3,0)"", ""=ROUND(25.43*$T$3,0)"", ""=ROUND(26.98*$T$3,0)"", ""=ROUND(25.44*$T$3,0)"", ""=ROUND(24.38*$T$3,0)"", ""=ROUND(24.8*$T$3,0)"", ""=ROUND(25.53*$T$3,0)"", ""=ROUND(25.22*$T$3,0)"", ""=ROUND(25.03*$T$3,0)"", ""=ROUND(24.26*$T$3,0)"", ""=ROUND(22.45*$T$3,0)"", ""=ROUND(24.85*$T$3,0)""]","[696760.0, 668122.0, 708846.0, 668385.0, 640536.0, 651570.0, 670750.0, 662605.0, 657613.0, 637383.0, 589829.0, 652884.0]"
1412000094,61.KDTVN 部品在庫管理課_MP FY2027_各予定(Ver01).xlsx,43,interest,,9114120007,固定資産金利（土地）,26273.0,"[""=ROUND(3.36*$T$3,0)"", ""=ROUND(3.31*$T$3,0)"", ""=ROUND(3.52*$T$3,0)"", ""=ROUND(3.31*$T$3,0)"", ""=ROUND(3.18*$T$3,0)"", ""=ROUND(3.23*$T$3,0)"", ""=ROUND(3.33*$T$3,0)"", ""=ROUND(3.29*$T$3,0)"", ""=ROUND(3.26*$T$3,0)"", ""=ROUND(3.16*$T$3,0)"", ""=ROUND(2.93*$T$3,0)"", ""=ROUND(3.24*$T$3,0)""]","[88277.0, 86964.0, 92481.0, 86964.0, 83548.0, 84862.0, 87489.0, 86438.0, 85650.0, 83023.0, 76980.0, 85125.0]"
1412000094,61.KDTVN 部品在庫管理課_MP FY2027_各予定(Ver01).xlsx,69,depreciation,tools_furniture_fixtures,5006016244,減価償却費 Khấu hao TSCĐ máy đọc barcode (T5/2028),26273.0,"[""=ROUND(35.4*$T$3,0)"", ""=ROUND(35.4*$T$3,0)"", ""=ROUND(35.4*$T$3,0)"", ""=ROUND(35.4*$T$3,0)"", ""=ROUND(35.4*$T$3,0)"", ""=ROUND(35.4*$T$3,0)"", ""=ROUND(35.4*$T$3,0)"", ""=ROUND(35.4*$T$3,0)"", ""=ROUND(35.4*$T$3,0)"", ""=ROUND(35.4*$T$3,0)"", ""=ROUND(35.4*$T$3,0)"", ""=ROUND(35.4*$T$3,0)""]","[930064.0, 930064.0, 930064.0, 930064.0, 930064.0, 930064.0, 930064.0, 930064.0, 930064.0, 930064.0, 930064.0, 930064.0]"
1412000094,61.KDTVN 部品在庫管理課_MP FY2027_各予定(Ver01).xlsx,70,interest,,9114120007,固定資産金利 Lãi suất TSCĐ máy đọc barcode,26273.0,"[""=ROUND(3.83*$T$3,0)"", ""=ROUND(2.66*$T$3,0)"", ""=ROUND(2.66*$T$3,0)"", ""=ROUND(2.66*$T$3,0)"", ""=ROUND(2.66*$T$3,0)"", ""=ROUND(2.66*$T$3,0)"", ""=ROUND(2.66*$T$3,0)"", ""=ROUND(2.66*$T$3,0)"", ""=ROUND(2.66*$T$3,0)"", ""=ROUND(2.66*$T$3,0)"", ""=ROUND(2.66*$T$3,0)"", ""=ROUND(2.66*$T$3,0)""]","[100626.0, 69886.0, 69886.0, 69886.0, 69886.0, 69886.0, 69886.0, 69886.0, 69886.0, 69886.0, 69886.0, 69886.0]"
1412000096,63.KDTVN ESD2課_MP FY2027_各予定(Ver01).xlsx,41,interest,,9114120007,固定資産金利　建物,26273.0,"[3907503, 3907503, 3907503, 3907503, 3907503, 3907503, 3907503, 3907503, 3907503, 3907503, 3907503, 3907503]","[3907503.0, 3907503.0, 3907503.0, 3907503.0, 3907503.0, 3907503.0, 3907503.0, 3907503.0, 3907503.0, 3907503.0, 3907503.0, 3907503.0]"
1412000096,63.KDTVN ESD2課_MP FY2027_各予定(Ver01).xlsx,42,interest,,9114120007,固定資産金利　土地使用権,26273.0,"[495530, 495530, 495530, 495530, 495530, 495530, 495530, 495530, 495530, 495530, 495530, 495530]","[495530.0, 495530.0, 495530.0, 495530.0, 495530.0, 495530.0, 495530.0, 495530.0, 495530.0, 495530.0, 495530.0, 495530.0]"
1412000096,63.KDTVN ESD2課_MP FY2027_各予定(Ver01).xlsx,225,depreciation,tools_furniture_fixtures,5006016244,6月にSaleae Logic 8 Pro  減価償却費 6月から終了月T5/2028,26273.0,"[1008333, 1008333, 1008333, 1008333, 1008333, 1008333, 1008333, 1008333, 1008333, 1008333, 1008333, 1008333]","[1008333.0, 1008333.0, 1008333.0, 1008333.0, 1008333.0, 1008333.0, 1008333.0, 1008333.0, 1008333.0, 1008333.0, 1008333.0, 1008333.0]"
1412000096,63.KDTVN ESD2課_MP FY2027_各予定(Ver01).xlsx,228,interest,,9114120007,Saleae Logic 8 Pro  金利,26273.0,"[108900, 108900, 108900, 108900, 108900, 108900, 108900, 108900, 108900, 108900, 108900, 108900]","[108900.0, 108900.0, 108900.0, 108900.0, 108900.0, 108900.0, 108900.0, 108900.0, 108900.0, 108900.0, 108900.0, 108900.0]"
1412000098,64.KDTVN 電工製造課_MP FY2027_各予定(Ver01).xlsx,79,depreciation,machinery_equipment,5006016242,ワニス機の排気ガス処理システム HT  xử lý khí thải buồng sơn Vecni ,26273.0,"[29396334, 29396334, 29396334, 29396334, 29396334, 29396334, 29396334, 29396334, 29396334, 29396334, 29396334, 29396334]","[29396334.0, 29396334.0, 29396334.0, 29396334.0, 29396334.0, 29396334.0, 29396334.0, 29396334.0, 29396334.0, 29396334.0, 29396334.0, 29396334.0]"
1412000098,64.KDTVN 電工製造課_MP FY2027_各予定(Ver01).xlsx,81,depreciation,tools_furniture_fixtures,5006016244,生産用の固定資産（生産管理＋電工製造）　Tiền khấu hao thiet bi,26273.0,"[36412013, 36412013, 36412013, 36412013, 36412013, 36412013, 36412013, 36412013, 36412013, 36412013, 36412013, 36412013]","[36412013.0, 36412013.0, 36412013.0, 36412013.0, 36412013.0, 36412013.0, 36412013.0, 36412013.0, 36412013.0, 36412013.0, 36412013.0, 36412013.0]"
1412000098,64.KDTVN 電工製造課_MP FY2027_各予定(Ver01).xlsx,82,interest,,9114120007,生産用の固定資産（生産管理＋電工製造）　Lãi thiết bị ,26273.0,"[5529153, 5529153, 5529153, 5529153, 5529153, 5529153, 5529153, 5529153, 5529153, 5529153, 5529153, 5529153]","[5529153.0, 5529153.0, 5529153.0, 5529153.0, 5529153.0, 5529153.0, 5529153.0, 5529153.0, 5529153.0, 5529153.0, 5529153.0, 5529153.0]"
1412000098,64.KDTVN 電工製造課_MP FY2027_各予定(Ver01).xlsx,85,interest,,9114120007,建物金利 Bulding ,26273.0,"[91130528, 86022268, 86237444, 86025158, 85811559, 85833891, 86056686, 85921643, 85899836, 85596383, 85069084, 85754284]","[91130528.0, 86022268.0, 86237444.0, 86025158.0, 85811559.0, 85833891.0, 86056686.0, 85921643.0, 85899836.0, 85596383.0, 85069084.0, 85754284.0]"
1412000098,64.KDTVN 電工製造課_MP FY2027_各予定(Ver01).xlsx,86,interest,,9114120007,土地金利 Land,26273.0,"[11554340, 11209375, 11237488, 11209638, 11181789, 11184942, 11213842, 11196239, 11193349, 11153939, 11085104, 11174432]","[11554340.0, 11209375.0, 11237488.0, 11209638.0, 11181789.0, 11184942.0, 11213842.0, 11196239.0, 11193349.0, 11153939.0, 11085104.0, 11174432.0]"
1412000099,65.KDTVN MD4課_MP FY2027_各予定(Ver01).xlsx,41,interest,,9114120007,固定資産金利　建物,26273.0,"[5109649, 5109649, 5109649, 5109649, 5109649, 5109649, 5109649, 5109649, 5109649, 5109649, 5109649, 5109649]","[5109649.0, 5109649.0, 5109649.0, 5109649.0, 5109649.0, 5109649.0, 5109649.0, 5109649.0, 5109649.0, 5109649.0, 5109649.0, 5109649.0]"
1412000099,65.KDTVN MD4課_MP FY2027_各予定(Ver01).xlsx,42,interest,,9114120007,固定資産金利　土地使用権,26273.0,"[647776, 647776, 647776, 647776, 647776, 647776, 647776, 647776, 647776, 647776, 647776, 647776]","[647776.0, 647776.0, 647776.0, 647776.0, 647776.0, 647776.0, 647776.0, 647776.0, 647776.0, 647776.0, 647776.0, 647776.0]"
1412000099,65.KDTVN MD4課_MP FY2027_各予定(Ver01).xlsx,242,depreciation,tools_furniture_fixtures,5006016244,Sim Solid 用PC,26273.0,"[935120, 935120, 935120, 935120, 935120, 935120, 935120, 935120, 935120, 935120, 935120, 935120]","[935120.0, 935120.0, 935120.0, 935120.0, 935120.0, 935120.0, 935120.0, 935120.0, 935120.0, 935120.0, 935120.0, 935120.0]"
1412000099,65.KDTVN MD4課_MP FY2027_各予定(Ver01).xlsx,243,depreciation,tools_furniture_fixtures,5006016244,Recurdyn 用PC 切り替え,26273.0,"[0, 0, 0, 0, 0, 935120, 935120, 935120, 935120, 935120, 935120, 935120]","[0.0, 0.0, 0.0, 0.0, 0.0, 935120.0, 935120.0, 935120.0, 935120.0, 935120.0, 935120.0, 935120.0]"
1412000101,66.KDTVN EI2課_MP FY2027_各予定(Ver01).xlsx,41,interest,,9114120007,固定資産金利　建物,26273.0,"[3005630, 3005630, 3005630, 3005630, 3005630, 3005630, 3005630, 3005630, 3005630, 3005630, 3005630, 3005630]","[3005630.0, 3005630.0, 3005630.0, 3005630.0, 3005630.0, 3005630.0, 3005630.0, 3005630.0, 3005630.0, 3005630.0, 3005630.0, 3005630.0]"
1412000101,66.KDTVN EI2課_MP FY2027_各予定(Ver01).xlsx,42,interest,,9114120007,固定資産金利　土地使用権,26273.0,"[381014, 381014, 381014, 381014, 381014, 381014, 381014, 381014, 381014, 381014, 381014, 381014]","[381014.0, 381014.0, 381014.0, 381014.0, 381014.0, 381014.0, 381014.0, 381014.0, 381014.0, 381014.0, 381014.0, 381014.0]"
1412000101,66.KDTVN EI2課_MP FY2027_各予定(Ver01).xlsx,239,depreciation,tools_furniture_fixtures,5006016244,"2026年5月　VbyOneコンプライアンス試験装置　25,000USD　2029年4月",26273.0,"[0, 21158333, 21158333, 21158333, 21158333, 21158333, 21158333, 21158333, 21158333, 21158333, 21158333, 21158333]","[0.0, 21158333.0, 21158333.0, 21158333.0, 21158333.0, 21158333.0, 21158333.0, 21158333.0, 21158333.0, 21158333.0, 21158333.0, 21158333.0]"
1412000101,66.KDTVN EI2課_MP FY2027_各予定(Ver01).xlsx,240,depreciation,tools_furniture_fixtures,5006016244,"2026年5月　FPD Link波形測定ツール　10,000USD　2029年4月",26273.0,"[0, 8463333, 8463333, 8463333, 8463333, 8463333, 8463333, 8463333, 8463333, 8463333, 8463333, 8463333]","[0.0, 8463333.0, 8463333.0, 8463333.0, 8463333.0, 8463333.0, 8463333.0, 8463333.0, 8463333.0, 8463333.0, 8463333.0, 8463333.0]"
1412000101,66.KDTVN EI2課_MP FY2027_各予定(Ver01).xlsx,241,depreciation,tools_furniture_fixtures,5006016244,"2026年7月　電子負荷装置 DCDC評価　248,000,000 VND　2029年6月",26273.0,"[0, 0, 0, 8266667, 8266667, 8266667, 8266667, 8266667, 8266667, 8266667, 8266667, 8266667]","[0.0, 0.0, 0.0, 8266667.0, 8266667.0, 8266667.0, 8266667.0, 8266667.0, 8266667.0, 8266667.0, 8266667.0, 8266667.0]"
1412000101,66.KDTVN EI2課_MP FY2027_各予定(Ver01).xlsx,242,depreciation,tools_furniture_fixtures,5006016244,2026年7月　WIFI電波強度測定　200万円　2029年6月,26273.0,"[0, 0, 0, 10133301, 10133301, 10133301, 10133301, 10133301, 10133301, 10133301, 10133301, 10133301]","[0.0, 0.0, 0.0, 10133301.0, 10133301.0, 10133301.0, 10133301.0, 10133301.0, 10133301.0, 10133301.0, 10133301.0, 10133301.0]"
1412000101,66.KDTVN EI2課_MP FY2027_各予定(Ver01).xlsx,243,depreciation,tools_furniture_fixtures,5006016244,"2025年12月　プログラマブルDC電源 31,500,000VND　2028年12月",26273.0,"[875000, 875000, 875000, 875000, 875000, 875000, 875000, 875000, 875000, 875000, 875000, 875000]","[875000.0, 875000.0, 875000.0, 875000.0, 875000.0, 875000.0, 875000.0, 875000.0, 875000.0, 875000.0, 875000.0, 875000.0]"
1412000100,68.KDTVN MD5課_MP FY2027_各予定(Ver01).xlsx,41,interest,,9114120007,固定資産金利　建物,26273.0,"[2404557, 2404557, 2404557, 2404557, 2404557, 2404557, 2404557, 2404557, 2404557, 2404557, 2404557, 2404557]","[2404557.0, 2404557.0, 2404557.0, 2404557.0, 2404557.0, 2404557.0, 2404557.0, 2404557.0, 2404557.0, 2404557.0, 2404557.0, 2404557.0]"
1412000100,68.KDTVN MD5課_MP FY2027_各予定(Ver01).xlsx,42,interest,,9114120007,固定資産金利　土地使用権,26273.0,"[304759, 304759, 304759, 304759, 304759, 304759, 304759, 304759, 304759, 304759, 304759, 304759]","[304759.0, 304759.0, 304759.0, 304759.0, 304759.0, 304759.0, 304759.0, 304759.0, 304759.0, 304759.0, 304759.0, 304759.0]"
1412000103,69.KDTVN 部品管理2課_MP FY2027_各予定(Ver01).xlsx,53,interest,,9114120007,lãi nhà xưởng,26273.0,"[868151088, 819456710, 820440896, 819336905, 818314360, 818182732, 819148527, 818465692, 818296757, 817676451, 815119300, 818379254]","[868151088.0, 819456710.0, 820440896.0, 819336905.0, 818314360.0, 818182732.0, 819148527.0, 818465692.0, 818296757.0, 817676451.0, 815119300.0, 818379254.0]"
1412000103,69.KDTVN 部品管理2課_MP FY2027_各予定(Ver01).xlsx,54,interest,,9114120007,lãi đất,26273.0,"[110072836, 106781617, 106909829, 106766116, 106632649, 106615572, 106741419, 106652617, 106630547, 106549627, 106216485, 106641319]","[110072836.0, 106781617.0, 106909829.0, 106766116.0, 106632649.0, 106615572.0, 106741419.0, 106652617.0, 106630547.0, 106549627.0, 106216485.0, 106641319.0]"
